id,linguagem,dificuldade,pergunta,alternativa_a,alternativa_b,alternativa_c,alternativa_d,resposta_correta,palavra_chave,explicacao
JAQ306,JavaScript,Media,O que a palavra-chave 'const' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,const,A palavra-chave const é usada frequentemente em JavaScript.
JAQ307,JavaScript,Dificil,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ308,JavaScript,Simples,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ309,JavaScript,Dificil,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ310,JavaScript,Media,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ311,JavaScript,Media,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ312,JavaScript,Hard,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ313,JavaScript,Hard,O que a palavra-chave 'const' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,const,A palavra-chave const é usada frequentemente em JavaScript.
JAQ314,JavaScript,Media,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ315,JavaScript,Dificil,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ316,JavaScript,Dificil,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ317,JavaScript,Hard,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ318,JavaScript,Hard,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ319,JavaScript,Dificil,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ320,JavaScript,Dificil,O que a palavra-chave 'const' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,const,A palavra-chave const é usada frequentemente em JavaScript.
JAQ321,JavaScript,Media,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ322,JavaScript,Media,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ323,JavaScript,Simples,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ324,JavaScript,Hard,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ325,JavaScript,Simples,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ326,JavaScript,Simples,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ327,JavaScript,Media,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ328,JavaScript,Media,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ329,JavaScript,Dificil,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ330,JavaScript,Dificil,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ331,JavaScript,Simples,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ332,JavaScript,Media,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ333,JavaScript,Dificil,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ334,JavaScript,Hard,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ335,JavaScript,Simples,O que a palavra-chave 'const' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,const,A palavra-chave const é usada frequentemente em JavaScript.
JAQ336,JavaScript,Media,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ337,JavaScript,Simples,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ338,JavaScript,Simples,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ339,JavaScript,Simples,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ340,JavaScript,Dificil,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ341,JavaScript,Media,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ342,JavaScript,Dificil,O que a palavra-chave 'const' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,const,A palavra-chave const é usada frequentemente em JavaScript.
JAQ343,JavaScript,Simples,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ344,JavaScript,Media,O que a palavra-chave 'const' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,const,A palavra-chave const é usada frequentemente em JavaScript.
JAQ345,JavaScript,Media,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ346,JavaScript,Media,O que a palavra-chave 'const' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,const,A palavra-chave const é usada frequentemente em JavaScript.
JAQ347,JavaScript,Hard,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ348,JavaScript,Simples,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ349,JavaScript,Hard,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ350,JavaScript,Simples,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ351,JavaScript,Hard,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ352,JavaScript,Simples,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ353,JavaScript,Simples,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ354,JavaScript,Simples,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ355,JavaScript,Media,O que a palavra-chave 'const' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,const,A palavra-chave const é usada frequentemente em JavaScript.
JAQ356,JavaScript,Simples,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ357,JavaScript,Dificil,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ358,JavaScript,Dificil,O que a palavra-chave 'const' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,const,A palavra-chave const é usada frequentemente em JavaScript.
JAQ359,JavaScript,Simples,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ360,JavaScript,Media,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ361,JavaScript,Dificil,O que a palavra-chave 'const' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,const,A palavra-chave const é usada frequentemente em JavaScript.
JAQ362,JavaScript,Simples,O que a palavra-chave 'const' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,const,A palavra-chave const é usada frequentemente em JavaScript.
JAQ363,JavaScript,Dificil,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ364,JavaScript,Hard,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ365,JavaScript,Media,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ366,JavaScript,Hard,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ367,JavaScript,Media,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ368,JavaScript,Dificil,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ369,JavaScript,Simples,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ370,JavaScript,Hard,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ371,JavaScript,Dificil,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ372,JavaScript,Simples,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ373,JavaScript,Simples,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ374,JavaScript,Hard,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ375,JavaScript,Hard,O que a palavra-chave 'const' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,const,A palavra-chave const é usada frequentemente em JavaScript.
JAQ376,JavaScript,Dificil,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ377,JavaScript,Media,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ378,JavaScript,Hard,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ379,JavaScript,Media,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ380,JavaScript,Simples,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ381,JavaScript,Simples,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ382,JavaScript,Hard,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ383,JavaScript,Media,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ384,JavaScript,Media,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ385,JavaScript,Hard,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ386,JavaScript,Hard,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ387,JavaScript,Dificil,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ388,JavaScript,Hard,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ389,JavaScript,Hard,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ390,JavaScript,Media,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ391,JavaScript,Simples,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ392,JavaScript,Hard,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ393,JavaScript,Media,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ394,JavaScript,Simples,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ395,JavaScript,Hard,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ396,JavaScript,Media,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ397,JavaScript,Media,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ398,JavaScript,Simples,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ399,JavaScript,Hard,O que a palavra-chave 'const' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,const,A palavra-chave const é usada frequentemente em JavaScript.
JAQ400,JavaScript,Hard,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ401,JavaScript,Dificil,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ402,JavaScript,Simples,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ403,JavaScript,Hard,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ404,JavaScript,Hard,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ405,JavaScript,Simples,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ406,JavaScript,Dificil,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ407,JavaScript,Hard,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ408,JavaScript,Dificil,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ409,JavaScript,Hard,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ410,JavaScript,Hard,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ411,JavaScript,Hard,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ412,JavaScript,Simples,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ413,JavaScript,Hard,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ414,JavaScript,Dificil,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ415,JavaScript,Dificil,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ416,JavaScript,Simples,O que a palavra-chave 'const' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,const,A palavra-chave const é usada frequentemente em JavaScript.
JAQ417,JavaScript,Dificil,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ418,JavaScript,Dificil,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ419,JavaScript,Hard,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ420,JavaScript,Hard,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ421,JavaScript,Media,O que a palavra-chave 'const' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,const,A palavra-chave const é usada frequentemente em JavaScript.
JAQ422,JavaScript,Dificil,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ423,JavaScript,Simples,O que a palavra-chave 'API' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,API,A palavra-chave API é usada frequentemente em JavaScript.
JAQ424,JavaScript,Simples,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ425,JavaScript,Simples,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ426,JavaScript,Simples,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ427,JavaScript,Hard,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ428,JavaScript,Hard,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ429,JavaScript,Dificil,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ430,JavaScript,Dificil,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ431,JavaScript,Hard,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ432,JavaScript,Dificil,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ433,JavaScript,Media,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ434,JavaScript,Dificil,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ435,JavaScript,Hard,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ436,JavaScript,Media,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ437,JavaScript,Simples,O que a palavra-chave 'let' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,let,A palavra-chave let é usada frequentemente em JavaScript.
JAQ438,JavaScript,Media,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ439,JavaScript,Simples,O que a palavra-chave 'event' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,event,A palavra-chave event é usada frequentemente em JavaScript.
JAQ440,JavaScript,Dificil,O que a palavra-chave 'function' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,function,A palavra-chave function é usada frequentemente em JavaScript.
JAQ441,JavaScript,Hard,O que a palavra-chave 'const' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,const,A palavra-chave const é usada frequentemente em JavaScript.
JAQ442,JavaScript,Simples,O que a palavra-chave 'array' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,array,A palavra-chave array é usada frequentemente em JavaScript.
JAQ443,JavaScript,Dificil,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
JAQ444,JavaScript,Media,O que a palavra-chave 'DOM' faz em JavaScript?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,DOM,A palavra-chave DOM é usada frequentemente em JavaScript.
