id,linguagem,dificuldade,titulo,descricao,objetivo,palavra_chave,xp_recompensa,tempo_limite_segundos,dica
JADSI842,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'let' em JavaScript.,Demonstrar uso de let,let,195,300,Pesquise como utilizar let corretamente.
JADSI843,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,344,120,Pesquise como utilizar DOM corretamente.
JADSI844,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'let' em JavaScript.,Demonstrar uso de let,let,120,30,Pesquise como utilizar let corretamente.
JADSI845,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,434,300,Pesquise como utilizar array corretamente.
JADSI846,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'API' em JavaScript.,Demonstrar uso de API,API,406,120,Pesquise como utilizar API corretamente.
JADSI847,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'API' em JavaScript.,Demonstrar uso de API,API,272,60,Pesquise como utilizar API corretamente.
JADSI848,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,225,60,Pesquise como utilizar DOM corretamente.
JADSI849,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'event' em JavaScript.,Demonstrar uso de event,event,53,30,Pesquise como utilizar event corretamente.
JADSI850,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'function' em JavaScript.,Demonstrar uso de function,function,262,30,Pesquise como utilizar function corretamente.
JADSI851,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,278,60,Pesquise como utilizar array corretamente.
JADSI852,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'let' em JavaScript.,Demonstrar uso de let,let,206,300,Pesquise como utilizar let corretamente.
JADSI853,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'event' em JavaScript.,Demonstrar uso de event,event,389,120,Pesquise como utilizar event corretamente.
JADSI854,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,434,120,Pesquise como utilizar array corretamente.
JADSI855,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'event' em JavaScript.,Demonstrar uso de event,event,144,60,Pesquise como utilizar event corretamente.
JADSI856,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'let' em JavaScript.,Demonstrar uso de let,let,395,30,Pesquise como utilizar let corretamente.
JADSI857,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'API' em JavaScript.,Demonstrar uso de API,API,259,60,Pesquise como utilizar API corretamente.
JADSI858,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'event' em JavaScript.,Demonstrar uso de event,event,166,60,Pesquise como utilizar event corretamente.
JADSI859,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,192,300,Pesquise como utilizar DOM corretamente.
JADSI860,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,96,30,Pesquise como utilizar array corretamente.
JADSI861,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'function' em JavaScript.,Demonstrar uso de function,function,96,300,Pesquise como utilizar function corretamente.
JADSI862,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'function' em JavaScript.,Demonstrar uso de function,function,288,30,Pesquise como utilizar function corretamente.
JADSI863,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'const' em JavaScript.,Demonstrar uso de const,const,399,120,Pesquise como utilizar const corretamente.
JADSI864,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,385,120,Pesquise como utilizar array corretamente.
JADSI865,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,257,30,Pesquise como utilizar DOM corretamente.
JADSI866,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,428,60,Pesquise como utilizar array corretamente.
JADSI867,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'function' em JavaScript.,Demonstrar uso de function,function,488,120,Pesquise como utilizar function corretamente.
JADSI868,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'API' em JavaScript.,Demonstrar uso de API,API,448,120,Pesquise como utilizar API corretamente.
JADSI869,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'event' em JavaScript.,Demonstrar uso de event,event,194,30,Pesquise como utilizar event corretamente.
JADSI870,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,486,120,Pesquise como utilizar array corretamente.
JADSI871,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'const' em JavaScript.,Demonstrar uso de const,const,370,60,Pesquise como utilizar const corretamente.
JADSI872,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'let' em JavaScript.,Demonstrar uso de let,let,415,120,Pesquise como utilizar let corretamente.
JADSI873,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'API' em JavaScript.,Demonstrar uso de API,API,126,60,Pesquise como utilizar API corretamente.
JADSI874,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,159,300,Pesquise como utilizar array corretamente.
JADSI875,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'const' em JavaScript.,Demonstrar uso de const,const,395,300,Pesquise como utilizar const corretamente.
JADSI876,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,233,300,Pesquise como utilizar array corretamente.
JADSI877,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,301,30,Pesquise como utilizar array corretamente.
JADSI878,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,156,30,Pesquise como utilizar array corretamente.
JADSI879,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'const' em JavaScript.,Demonstrar uso de const,const,262,120,Pesquise como utilizar const corretamente.
JADSI880,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,190,300,Pesquise como utilizar DOM corretamente.
JADSI881,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,291,30,Pesquise como utilizar array corretamente.
JADSI882,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'API' em JavaScript.,Demonstrar uso de API,API,92,120,Pesquise como utilizar API corretamente.
JADSI883,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'event' em JavaScript.,Demonstrar uso de event,event,336,60,Pesquise como utilizar event corretamente.
JADSI884,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,423,30,Pesquise como utilizar array corretamente.
JADSI885,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'API' em JavaScript.,Demonstrar uso de API,API,318,300,Pesquise como utilizar API corretamente.
JADSI886,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'function' em JavaScript.,Demonstrar uso de function,function,395,120,Pesquise como utilizar function corretamente.
JADSI887,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'function' em JavaScript.,Demonstrar uso de function,function,419,30,Pesquise como utilizar function corretamente.
JADSI888,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,422,30,Pesquise como utilizar DOM corretamente.
JADSI889,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'function' em JavaScript.,Demonstrar uso de function,function,263,30,Pesquise como utilizar function corretamente.
JADSI890,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'function' em JavaScript.,Demonstrar uso de function,function,203,300,Pesquise como utilizar function corretamente.
JADSI891,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'let' em JavaScript.,Demonstrar uso de let,let,180,300,Pesquise como utilizar let corretamente.
JADSI892,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,382,30,Pesquise como utilizar array corretamente.
JADSI893,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'function' em JavaScript.,Demonstrar uso de function,function,348,60,Pesquise como utilizar function corretamente.
JADSI894,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'function' em JavaScript.,Demonstrar uso de function,function,438,300,Pesquise como utilizar function corretamente.
JADSI895,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'let' em JavaScript.,Demonstrar uso de let,let,459,120,Pesquise como utilizar let corretamente.
JADSI896,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'const' em JavaScript.,Demonstrar uso de const,const,424,120,Pesquise como utilizar const corretamente.
JADSI897,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'API' em JavaScript.,Demonstrar uso de API,API,300,60,Pesquise como utilizar API corretamente.
JADSI898,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,466,120,Pesquise como utilizar array corretamente.
JADSI899,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,144,60,Pesquise como utilizar array corretamente.
JADSI900,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,419,300,Pesquise como utilizar DOM corretamente.
JADSI901,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'let' em JavaScript.,Demonstrar uso de let,let,336,300,Pesquise como utilizar let corretamente.
JADSI902,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,52,30,Pesquise como utilizar DOM corretamente.
JADSI903,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,336,30,Pesquise como utilizar DOM corretamente.
JADSI904,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,125,120,Pesquise como utilizar array corretamente.
JADSI905,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'const' em JavaScript.,Demonstrar uso de const,const,138,120,Pesquise como utilizar const corretamente.
JADSI906,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'function' em JavaScript.,Demonstrar uso de function,function,130,30,Pesquise como utilizar function corretamente.
JADSI907,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'API' em JavaScript.,Demonstrar uso de API,API,382,30,Pesquise como utilizar API corretamente.
JADSI908,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'event' em JavaScript.,Demonstrar uso de event,event,133,60,Pesquise como utilizar event corretamente.
JADSI909,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,297,30,Pesquise como utilizar DOM corretamente.
JADSI910,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'event' em JavaScript.,Demonstrar uso de event,event,259,300,Pesquise como utilizar event corretamente.
JADSI911,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,422,30,Pesquise como utilizar DOM corretamente.
JADSI912,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'const' em JavaScript.,Demonstrar uso de const,const,327,300,Pesquise como utilizar const corretamente.
JADSI913,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'let' em JavaScript.,Demonstrar uso de let,let,418,60,Pesquise como utilizar let corretamente.
JADSI914,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'event' em JavaScript.,Demonstrar uso de event,event,160,120,Pesquise como utilizar event corretamente.
JADSI915,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,82,300,Pesquise como utilizar DOM corretamente.
JADSI916,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'let' em JavaScript.,Demonstrar uso de let,let,256,60,Pesquise como utilizar let corretamente.
JADSI917,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'function' em JavaScript.,Demonstrar uso de function,function,443,30,Pesquise como utilizar function corretamente.
JADSI918,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'API' em JavaScript.,Demonstrar uso de API,API,57,60,Pesquise como utilizar API corretamente.
JADSI919,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,431,300,Pesquise como utilizar array corretamente.
JADSI920,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'function' em JavaScript.,Demonstrar uso de function,function,475,30,Pesquise como utilizar function corretamente.
JADSI921,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,73,60,Pesquise como utilizar DOM corretamente.
JADSI922,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,316,30,Pesquise como utilizar DOM corretamente.
JADSI923,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'event' em JavaScript.,Demonstrar uso de event,event,373,300,Pesquise como utilizar event corretamente.
JADSI924,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,410,300,Pesquise como utilizar array corretamente.
JADSI925,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'API' em JavaScript.,Demonstrar uso de API,API,463,60,Pesquise como utilizar API corretamente.
JADSI926,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'const' em JavaScript.,Demonstrar uso de const,const,68,300,Pesquise como utilizar const corretamente.
JADSI927,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'API' em JavaScript.,Demonstrar uso de API,API,480,30,Pesquise como utilizar API corretamente.
JADSI928,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'event' em JavaScript.,Demonstrar uso de event,event,313,60,Pesquise como utilizar event corretamente.
JADSI929,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'let' em JavaScript.,Demonstrar uso de let,let,308,120,Pesquise como utilizar let corretamente.
JADSI930,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'event' em JavaScript.,Demonstrar uso de event,event,129,300,Pesquise como utilizar event corretamente.
JADSI931,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,419,120,Pesquise como utilizar DOM corretamente.
JADSI932,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'event' em JavaScript.,Demonstrar uso de event,event,275,300,Pesquise como utilizar event corretamente.
JADSI933,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,140,300,Pesquise como utilizar array corretamente.
JADSI934,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'let' em JavaScript.,Demonstrar uso de let,let,80,300,Pesquise como utilizar let corretamente.
JADSI935,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'API' em JavaScript.,Demonstrar uso de API,API,196,120,Pesquise como utilizar API corretamente.
JADSI936,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'API' em JavaScript.,Demonstrar uso de API,API,224,300,Pesquise como utilizar API corretamente.
JADSI937,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'let' em JavaScript.,Demonstrar uso de let,let,276,60,Pesquise como utilizar let corretamente.
JADSI938,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,291,300,Pesquise como utilizar DOM corretamente.
JADSI939,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'let' em JavaScript.,Demonstrar uso de let,let,396,120,Pesquise como utilizar let corretamente.
JADSI940,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'function' em JavaScript.,Demonstrar uso de function,function,445,60,Pesquise como utilizar function corretamente.
JADSI941,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'event' em JavaScript.,Demonstrar uso de event,event,102,300,Pesquise como utilizar event corretamente.
JADSI942,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'event' em JavaScript.,Demonstrar uso de event,event,188,300,Pesquise como utilizar event corretamente.
JADSI943,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,345,120,Pesquise como utilizar DOM corretamente.
JADSI944,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'function' em JavaScript.,Demonstrar uso de function,function,489,30,Pesquise como utilizar function corretamente.
JADSI945,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'const' em JavaScript.,Demonstrar uso de const,const,207,120,Pesquise como utilizar const corretamente.
JADSI946,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'API' em JavaScript.,Demonstrar uso de API,API,117,60,Pesquise como utilizar API corretamente.
JADSI947,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'function' em JavaScript.,Demonstrar uso de function,function,145,300,Pesquise como utilizar function corretamente.
JADSI948,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'const' em JavaScript.,Demonstrar uso de const,const,253,60,Pesquise como utilizar const corretamente.
JADSI949,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'function' em JavaScript.,Demonstrar uso de function,function,160,60,Pesquise como utilizar function corretamente.
JADSI950,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'API' em JavaScript.,Demonstrar uso de API,API,430,300,Pesquise como utilizar API corretamente.
JADSI951,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,180,120,Pesquise como utilizar array corretamente.
JADSI952,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'const' em JavaScript.,Demonstrar uso de const,const,240,300,Pesquise como utilizar const corretamente.
JADSI953,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'const' em JavaScript.,Demonstrar uso de const,const,173,30,Pesquise como utilizar const corretamente.
JADSI954,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'event' em JavaScript.,Demonstrar uso de event,event,416,30,Pesquise como utilizar event corretamente.
JADSI955,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,435,120,Pesquise como utilizar DOM corretamente.
JADSI956,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'API' em JavaScript.,Demonstrar uso de API,API,439,30,Pesquise como utilizar API corretamente.
JADSI957,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,245,60,Pesquise como utilizar array corretamente.
JADSI958,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'let' em JavaScript.,Demonstrar uso de let,let,94,300,Pesquise como utilizar let corretamente.
JADSI959,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'event' em JavaScript.,Demonstrar uso de event,event,225,60,Pesquise como utilizar event corretamente.
JADSI960,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,126,120,Pesquise como utilizar array corretamente.
JADSI961,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,254,300,Pesquise como utilizar DOM corretamente.
JADSI962,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'let' em JavaScript.,Demonstrar uso de let,let,112,60,Pesquise como utilizar let corretamente.
JADSI963,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'let' em JavaScript.,Demonstrar uso de let,let,412,60,Pesquise como utilizar let corretamente.
JADSI964,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,439,30,Pesquise como utilizar DOM corretamente.
JADSI965,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'function' em JavaScript.,Demonstrar uso de function,function,418,120,Pesquise como utilizar function corretamente.
JADSI966,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'API' em JavaScript.,Demonstrar uso de API,API,479,60,Pesquise como utilizar API corretamente.
JADSI967,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,420,300,Pesquise como utilizar DOM corretamente.
JADSI968,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'event' em JavaScript.,Demonstrar uso de event,event,156,60,Pesquise como utilizar event corretamente.
JADSI969,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'const' em JavaScript.,Demonstrar uso de const,const,302,300,Pesquise como utilizar const corretamente.
JADSI970,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'const' em JavaScript.,Demonstrar uso de const,const,161,120,Pesquise como utilizar const corretamente.
JADSI971,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'const' em JavaScript.,Demonstrar uso de const,const,126,120,Pesquise como utilizar const corretamente.
JADSI972,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,254,60,Pesquise como utilizar array corretamente.
JADSI973,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'API' em JavaScript.,Demonstrar uso de API,API,444,60,Pesquise como utilizar API corretamente.
JADSI974,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,121,60,Pesquise como utilizar DOM corretamente.
JADSI975,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,395,60,Pesquise como utilizar DOM corretamente.
JADSI976,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'const' em JavaScript.,Demonstrar uso de const,const,222,60,Pesquise como utilizar const corretamente.
JADSI977,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'function' em JavaScript.,Demonstrar uso de function,function,68,60,Pesquise como utilizar function corretamente.
JADSI978,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'API' em JavaScript.,Demonstrar uso de API,API,167,300,Pesquise como utilizar API corretamente.
JADSI979,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'API' em JavaScript.,Demonstrar uso de API,API,442,30,Pesquise como utilizar API corretamente.
JADSI980,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'function' em JavaScript.,Demonstrar uso de function,function,328,120,Pesquise como utilizar function corretamente.
JADSI981,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'const' em JavaScript.,Demonstrar uso de const,const,385,60,Pesquise como utilizar const corretamente.
JADSI982,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'let' em JavaScript.,Demonstrar uso de let,let,67,60,Pesquise como utilizar let corretamente.
JADSI983,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,278,30,Pesquise como utilizar array corretamente.
JADSI984,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'let' em JavaScript.,Demonstrar uso de let,let,151,60,Pesquise como utilizar let corretamente.
JADSI985,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'const' em JavaScript.,Demonstrar uso de const,const,439,60,Pesquise como utilizar const corretamente.
JADSI986,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'array' em JavaScript.,Demonstrar uso de array,array,113,60,Pesquise como utilizar array corretamente.
JADSI987,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'event' em JavaScript.,Demonstrar uso de event,event,193,120,Pesquise como utilizar event corretamente.
JADSI988,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,374,30,Pesquise como utilizar DOM corretamente.
JADSI989,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'const' em JavaScript.,Demonstrar uso de const,const,234,300,Pesquise como utilizar const corretamente.
JADSI990,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'event' em JavaScript.,Demonstrar uso de event,event,370,30,Pesquise como utilizar event corretamente.
JADSI991,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'let' em JavaScript.,Demonstrar uso de let,let,287,60,Pesquise como utilizar let corretamente.
JADSI992,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,101,120,Pesquise como utilizar DOM corretamente.
JADSI993,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'API' em JavaScript.,Demonstrar uso de API,API,401,30,Pesquise como utilizar API corretamente.
JADSI994,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'DOM' em JavaScript.,Demonstrar uso de DOM,DOM,265,300,Pesquise como utilizar DOM corretamente.
JADSI995,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'event' em JavaScript.,Demonstrar uso de event,event,58,300,Pesquise como utilizar event corretamente.
JADSI996,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'let' em JavaScript.,Demonstrar uso de let,let,239,120,Pesquise como utilizar let corretamente.
JADSI997,JavaScript,Simples,Desafio Simples de JavaScript,Crie um exemplo utilizando 'let' em JavaScript.,Demonstrar uso de let,let,204,60,Pesquise como utilizar let corretamente.
